OrderID,Date,CustomerID,ProductName,Category,Quantity,UnitPrice,City,PaymentMethod,DeliveryTimeMinutes,Revenue
B01768,2024-05-29,C0586,Curd,Dairy,4,125.88,Bangalore,Card,18,503.52
B01769,2024-12-25,C1034,Tomato,Vegetables,5,183.14,Noida,UPI,34,915.6999999999999
B01770,2024-08-12,C1372,Curd,Dairy,2,41.29,Mumbai,Netbanking,26,82.58
B01771,2024-01-06,C0223,Croissant,Bakery,2,168.96,Bangalore,Netbanking,42,337.92
B01772,2024-11-22,C0435,Cheese,Dairy,3,283.04,Chennai,UPI,37,849.1200000000001
B01773,2024-05-09,C0280,Bread,Bakery,5,212.72,Hyderabad,Card,14,1063.6
B01774,2024-11-07,C0914,Paneer,Dairy,5,235.49,Gurgaon,UPI,58,1177.45
B01775,2024-12-28,C1049,Mango,Fruits,5,182.04,Hyderabad,COD,51,910.1999999999999
B01776,2024-12-03,C0439,Paneer,Dairy,3,243.19,Delhi,UPI,12,729.5699999999999
B01777,2024-04-01,C1049,Orange,Fruits,4,41.67,Mumbai,Netbanking,49,166.68
B01778,2024-12-02,C0054,Juice,Beverages,2,106.3,Noida,COD,25,212.6
B01779,2024-11-05,C0160,Spinach,Vegetables,1,81.02,Gurgaon,Netbanking,25,81.02
B01780,2024-11-11,C1263,Cheese,Dairy,1,176.58,Bangalore,Netbanking,18,176.58
B01781,2024-12-04,C1300,Spinach,Vegetables,1,50.61,Mumbai,Card,27,50.61
B01782,2024-07-03,C1119,Tomato,Vegetables,3,166.99,Pune,Card,39,500.97
B01783,2024-08-07,C0247,Chips,Snacks,5,260.09,Mumbai,Card,56,1300.4499999999998
B01784,2024-05-20,C1028,Namkeen,Snacks,5,272.38,Bangalore,Netbanking,55,1361.9
B01785,2024-09-29,C1248,Cheese,Dairy,1,187.55,Chennai,UPI,60,187.55
B01786,2024-11-14,C1054,Bread,Bakery,5,130.52,Hyderabad,Netbanking,55,652.6
B01787,2024-10-26,C0041,Apple,Fruits,5,216.88,Chennai,COD,23,1084.4
B01788,2024-09-11,C0654,Cake,Bakery,2,256.64,Chennai,Card,30,513.28
B01789,2024-08-18,C0577,Cake,Bakery,5,285.09,Gurgaon,Netbanking,48,1425.4499999999998
B01790,2024-07-26,C1191,Paneer,Dairy,3,54.27,Mumbai,UPI,32,162.81
B01791,2024-09-19,C0893,Tomato,Vegetables,1,93.19,Gurgaon,UPI,11,93.19
B01792,2024-03-05,C0377,Onion,Vegetables,4,243.56,Gurgaon,COD,28,974.24
B01793,2024-03-11,C1489,Croissant,Bakery,2,62.31,Chennai,Netbanking,39,124.62
B01794,2024-10-08,C0097,Banana,Fruits,4,30.12,Delhi,Card,32,120.48
B01795,2024-05-10,C0475,Curd,Dairy,3,35.22,Pune,Netbanking,40,105.66
B01796,2024-05-06,C0526,Curd,Dairy,2,88.95,Noida,Netbanking,47,177.9
B01797,2024-04-18,C1368,Cookies,Bakery,1,95.44,Mumbai,COD,55,95.44
B01798,2024-05-21,C0060,Spinach,Vegetables,4,244.57,Noida,COD,39,978.28
B01799,2024-01-01,C1320,Spinach,Vegetables,4,32.21,Bangalore,UPI,50,128.84
B01800,2024-06-15,C1050,Juice,Beverages,2,259.11,Hyderabad,UPI,42,518.22
B01801,2024-04-28,C0949,Curd,Dairy,2,22.33,Mumbai,Netbanking,40,44.66
B01802,2024-03-14,C1085,Chips,Snacks,4,144.42,Chennai,COD,36,577.68
B01803,2024-08-08,C0381,Popcorn,Snacks,2,285.13,Pune,COD,23,570.26
B01804,2024-09-03,C1492,Paneer,Dairy,2,179.01,Bangalore,Netbanking,54,358.02
B01805,2024-04-04,C1031,Tea,Beverages,4,227.24,Noida,Netbanking,59,908.96
B01806,2024-05-04,C1234,Cookies,Bakery,2,281.95,Pune,Card,32,563.9
B01807,2024-02-14,C0306,Tomato,Vegetables,5,55.95,Gurgaon,COD,33,279.75
B01808,2024-02-13,C1419,Croissant,Bakery,5,105.58,Gurgaon,Card,37,527.9
B01809,2024-03-12,C0718,Popcorn,Snacks,4,26.8,Mumbai,Netbanking,37,107.2
B01810,2024-10-12,C0953,Onion,Vegetables,2,207.18,Delhi,COD,13,414.36
B01811,2024-04-05,C0443,Potato,Vegetables,4,174.2,Pune,Card,18,696.8
B01812,2024-01-21,C1123,Mango,Fruits,2,179.17,Delhi,COD,59,358.34
B01813,2024-05-08,C0452,Juice,Beverages,2,32.19,Gurgaon,Card,46,64.38
B01814,2024-03-28,C0240,Mango,Fruits,4,181.99,Mumbai,UPI,10,727.96
B01815,2024-07-12,C0235,Milk,Dairy,5,59.6,Pune,Netbanking,33,298.0
B01816,2024-02-20,C1233,Paneer,Dairy,1,140.41,Noida,Netbanking,43,140.41
B01817,2024-12-23,C1323,Orange,Fruits,5,69.28,Delhi,Card,34,346.4
B01818,2024-08-28,C0428,Potato,Vegetables,3,127.83,Mumbai,COD,44,383.49
B01819,2024-09-02,C1064,Paneer,Dairy,2,255.61,Mumbai,Netbanking,41,511.22
B01820,2024-06-28,C0387,Mango,Fruits,2,100.37,Hyderabad,COD,11,200.74
B01821,2024-05-25,C0701,Tomato,Vegetables,1,177.04,Pune,COD,45,177.04
B01822,2024-09-19,C0718,Tea,Beverages,3,109.97,Mumbai,UPI,11,329.90999999999997
B01823,2024-02-20,C1265,Bread,Bakery,1,250.76,Delhi,UPI,38,250.76
B01824,2024-02-08,C0407,Potato,Vegetables,1,143.88,Delhi,Netbanking,59,143.88
B01825,2024-12-07,C0798,Potato,Vegetables,4,74.58,Noida,Netbanking,38,298.32
B01826,2024-01-15,C1250,Biscuits,Snacks,4,238.18,Hyderabad,Netbanking,21,952.72
B01827,2024-11-15,C0041,Cake,Bakery,5,98.65,Noida,Card,59,493.25
B01828,2024-09-13,C1407,Potato,Vegetables,4,38.05,Gurgaon,Netbanking,54,152.2
B01829,2024-08-19,C1117,Namkeen,Snacks,4,200.89,Bangalore,Card,20,803.56
B01830,2024-04-11,C0033,Biscuits,Snacks,4,47.81,Mumbai,Netbanking,45,191.24
B01831,2024-07-15,C0117,Potato,Vegetables,1,220.45,Pune,COD,58,220.45
B01832,2024-01-30,C0155,Chips,Snacks,2,71.6,Bangalore,Netbanking,26,143.2
B01833,2024-04-22,C0149,Mango,Fruits,2,299.67,Pune,Card,28,599.34
B01834,2024-08-21,C1129,Soda,Beverages,4,273.11,Pune,Card,45,1092.44
B01835,2024-08-26,C0141,Curd,Dairy,5,157.54,Delhi,UPI,30,787.6999999999999
B01836,2024-05-28,C1137,Tea,Beverages,1,55.6,Chennai,COD,47,55.6
B01837,2024-11-11,C0303,Biscuits,Snacks,4,179.21,Noida,Netbanking,18,716.84
B01838,2024-02-12,C0613,Tomato,Vegetables,5,278.02,Noida,Netbanking,57,1390.1
B01839,2024-10-11,C0162,Juice,Beverages,5,288.61,Hyderabad,UPI,45,1443.0500000000002
B01840,2024-01-10,C0660,Tea,Beverages,2,211.13,Hyderabad,COD,51,422.26
B01841,2024-01-22,C0620,Bread,Bakery,5,132.66,Noida,UPI,34,663.3
B01842,2024-08-03,C0724,Croissant,Bakery,5,170.13,Mumbai,UPI,36,850.65
B01843,2024-08-24,C0896,Cake,Bakery,3,201.66,Mumbai,Card,55,604.98
B01844,2024-05-22,C0225,Paneer,Dairy,4,197.92,Mumbai,UPI,28,791.68
B01845,2024-10-03,C1376,Tomato,Vegetables,5,256.07,Hyderabad,UPI,28,1280.35
B01846,2024-07-18,C0602,Juice,Beverages,5,280.42,Noida,COD,39,1402.1000000000001
B01847,2024-12-05,C0158,Apple,Fruits,4,297.98,Pune,UPI,35,1191.92
B01848,2024-02-03,C1442,Juice,Beverages,4,144.01,Hyderabad,UPI,30,576.04
B01849,2024-09-12,C0693,Namkeen,Snacks,2,290.46,Noida,COD,28,580.92
B01850,2024-09-20,C0614,Milk,Dairy,1,134.74,Noida,COD,19,134.74
B01851,2024-06-21,C0482,Tomato,Vegetables,4,191.36,Hyderabad,Card,35,765.44
B01852,2024-11-27,C0313,Soda,Beverages,4,98.58,Delhi,COD,16,394.32
B01853,2024-11-15,C0182,Milk,Dairy,4,166.54,Delhi,Card,56,666.16
B01854,2024-08-19,C1457,Cookies,Bakery,5,119.02,Noida,UPI,26,595.1
B01855,2024-08-17,C1499,Soda,Beverages,2,164.79,Chennai,COD,24,329.58
B01856,2024-06-22,C1333,Paneer,Dairy,3,138.18,Mumbai,Netbanking,31,414.54
B01857,2024-08-14,C0196,Tomato,Vegetables,1,49.85,Mumbai,UPI,48,49.85
B01858,2024-05-17,C0379,Tea,Beverages,2,89.28,Gurgaon,Card,29,178.56
B01859,2024-01-11,C0232,Tea,Beverages,3,118.1,Bangalore,COD,39,354.29999999999995
B01860,2024-09-23,C1443,Coffee,Beverages,1,278.58,Chennai,Card,10,278.58
B01861,2024-09-12,C0218,Juice,Beverages,5,245.61,Delhi,Card,24,1228.0500000000002
B01862,2024-02-06,C0795,Cake,Bakery,3,136.41,Delhi,UPI,55,409.23
B01863,2024-06-24,C0472,Cheese,Dairy,4,202.38,Bangalore,Netbanking,15,809.52
B01864,2024-11-20,C1060,Mango,Fruits,5,85.29,Hyderabad,Card,40,426.45000000000005
B01865,2024-08-30,C0771,Orange,Fruits,1,31.43,Gurgaon,COD,52,31.43
B01866,2024-10-03,C0182,Orange,Fruits,2,260.11,Pune,UPI,59,520.22
B01867,2024-04-18,C0723,Coffee,Beverages,2,228.42,Pune,COD,30,456.84
B01868,2024-03-26,C1038,Namkeen,Snacks,5,122.61,Gurgaon,Card,27,613.05
B01869,2024-04-24,C0343,Namkeen,Snacks,4,128.66,Hyderabad,Card,39,514.64
B01870,2024-06-23,C0318,Spinach,Vegetables,4,210.97,Gurgaon,Netbanking,37,843.88
B01871,2024-10-15,C0276,Bread,Bakery,1,116.89,Hyderabad,Netbanking,53,116.89
B01872,2024-10-01,C0212,Tea,Beverages,5,126.38,Mumbai,Card,34,631.9
B01873,2024-03-16,C1346,Cookies,Bakery,5,56.34,Mumbai,COD,41,281.70000000000005
B01874,2024-11-23,C0833,Orange,Fruits,3,78.42,Pune,COD,16,235.26
B01875,2024-04-29,C1468,Banana,Fruits,2,204.94,Chennai,Card,10,409.88
B01876,2024-02-21,C1451,Soda,Beverages,2,91.0,Noida,Card,55,182.0
B01877,2024-08-04,C0411,Orange,Fruits,1,125.37,Bangalore,COD,28,125.37
B01878,2024-03-11,C0493,Tomato,Vegetables,2,229.37,Chennai,Netbanking,20,458.74
B01879,2024-01-21,C1237,Coffee,Beverages,2,284.94,Delhi,Netbanking,25,569.88
B01880,2024-01-29,C0446,Cheese,Dairy,2,129.11,Delhi,Card,19,258.22
B01881,2024-09-04,C0128,Tomato,Vegetables,5,45.51,Noida,COD,45,227.54999999999998
B01882,2024-07-16,C1263,Banana,Fruits,1,139.63,Chennai,UPI,41,139.63
B01883,2024-03-16,C0985,Tomato,Vegetables,2,246.06,Delhi,Netbanking,39,492.12
B01884,2024-03-09,C0980,Tomato,Vegetables,5,94.33,Gurgaon,COD,28,471.65
B01885,2024-11-26,C1422,Mango,Fruits,4,120.74,Delhi,Card,17,482.96
B01886,2024-09-01,C0168,Spinach,Vegetables,1,143.04,Delhi,Netbanking,20,143.04
B01887,2024-07-24,C1350,Cookies,Bakery,2,28.89,Gurgaon,COD,42,57.78
B01888,2024-12-09,C1482,Apple,Fruits,5,150.54,Hyderabad,UPI,15,752.6999999999999
B01889,2024-10-02,C0381,Orange,Fruits,3,295.19,Noida,COD,32,885.5699999999999
B01890,2024-10-20,C1398,Onion,Vegetables,1,287.09,Pune,Netbanking,10,287.09
B01891,2024-07-08,C0850,Juice,Beverages,5,90.24,Gurgaon,Card,39,451.2
B01892,2024-08-22,C0111,Spinach,Vegetables,2,51.53,Chennai,COD,58,103.06
B01893,2024-07-29,C1448,Tomato,Vegetables,3,63.09,Mumbai,Card,19,189.27
B01894,2024-05-20,C0924,Coffee,Beverages,1,152.63,Noida,COD,12,152.63
B01895,2024-06-08,C0880,Apple,Fruits,1,155.38,Hyderabad,Card,55,155.38
B01896,2024-08-01,C0668,Cake,Bakery,3,134.9,Bangalore,Netbanking,33,404.70000000000005
B01897,2024-12-01,C1499,Apple,Fruits,3,141.46,Noida,Netbanking,49,424.38
B01898,2024-11-08,C0975,Namkeen,Snacks,1,233.8,Gurgaon,UPI,15,233.8
B01899,2024-04-08,C1447,Paneer,Dairy,5,55.51,Hyderabad,COD,51,277.55
B01900,2024-10-26,C0660,Croissant,Bakery,4,229.52,Pune,UPI,27,918.08
B01901,2024-09-02,C0411,Banana,Fruits,1,188.7,Noida,COD,10,188.7
B01902,2024-08-10,C0865,Spinach,Vegetables,4,265.92,Mumbai,COD,14,1063.68
B01903,2024-11-22,C0174,Mango,Fruits,2,221.79,Bangalore,Netbanking,37,443.58
B01904,2024-11-25,C0352,Popcorn,Snacks,1,118.62,Hyderabad,Netbanking,34,118.62
B01905,2024-02-26,C0408,Milk,Dairy,1,232.58,Delhi,COD,29,232.58
B01906,2024-12-23,C1455,Onion,Vegetables,1,27.77,Chennai,UPI,23,27.77
B01907,2024-09-25,C1295,Spinach,Vegetables,5,70.87,Bangalore,UPI,10,354.35
B01908,2024-03-31,C1227,Croissant,Bakery,4,248.45,Bangalore,Card,51,993.8
B01909,2024-02-09,C0031,Coffee,Beverages,4,261.79,Chennai,Card,10,1047.16
B01910,2024-09-15,C0567,Bread,Bakery,3,106.49,Pune,UPI,37,319.46999999999997
B01911,2024-10-12,C0648,Banana,Fruits,2,74.39,Delhi,UPI,11,148.78
B01912,2024-08-10,C0260,Biscuits,Snacks,5,28.58,Gurgaon,UPI,50,142.89999999999998
B01913,2024-01-25,C1122,Croissant,Bakery,2,248.19,Bangalore,Netbanking,51,496.38
B01914,2024-12-30,C0771,Apple,Fruits,5,204.8,Mumbai,Netbanking,36,1024.0
B01915,2024-06-03,C1257,Biscuits,Snacks,4,236.4,Mumbai,COD,52,945.6
B01916,2024-12-20,C0624,Apple,Fruits,5,25.14,Delhi,COD,38,125.7
B01917,2024-10-02,C0077,Spinach,Vegetables,4,143.99,Noida,UPI,13,575.96
B01918,2024-06-12,C0695,Croissant,Bakery,2,51.79,Delhi,COD,56,103.58
B01919,2024-05-18,C0920,Popcorn,Snacks,4,234.05,Noida,UPI,27,936.2
B01920,2024-12-03,C1440,Juice,Beverages,4,34.75,Bangalore,Card,42,139.0
B01921,2024-09-09,C0419,Biscuits,Snacks,3,53.34,Gurgaon,Card,13,160.02
B01922,2024-09-07,C1094,Soda,Beverages,3,234.29,Pune,COD,46,702.87
B01923,2024-07-26,C0408,Tomato,Vegetables,4,98.37,Pune,UPI,52,393.48
B01924,2024-04-19,C1015,Mango,Fruits,4,157.08,Pune,Card,50,628.32
B01925,2024-04-13,C0904,Cookies,Bakery,2,268.41,Bangalore,Card,28,536.82
B01926,2024-08-28,C0648,Milk,Dairy,3,185.97,Chennai,COD,10,557.91
B01927,2024-08-30,C1393,Orange,Fruits,1,193.32,Bangalore,COD,33,193.32
B01928,2024-06-07,C1085,Tomato,Vegetables,5,146.09,Bangalore,Card,52,730.45
B01929,2024-11-12,C0405,Croissant,Bakery,3,231.47,Hyderabad,Netbanking,20,694.41
B01930,2024-08-24,C1271,Onion,Vegetables,1,189.24,Bangalore,COD,23,189.24
B01931,2024-01-25,C1343,Paneer,Dairy,2,78.22,Mumbai,Card,45,156.44
B01932,2024-01-30,C1016,Milk,Dairy,1,205.43,Chennai,Card,52,205.43
B01933,2024-03-18,C0904,Coffee,Beverages,1,167.62,Hyderabad,Netbanking,58,167.62
B01934,2024-03-16,C0769,Paneer,Dairy,5,72.36,Pune,Card,38,361.8
B01935,2024-01-19,C0574,Chips,Snacks,1,53.05,Chennai,COD,59,53.05
B01936,2024-06-19,C1140,Paneer,Dairy,3,71.29,Hyderabad,Netbanking,54,213.87
B01937,2024-04-13,C0360,Curd,Dairy,5,43.67,Delhi,UPI,28,218.35000000000002
B01938,2024-07-05,C0901,Cheese,Dairy,1,241.95,Gurgaon,UPI,15,241.95
B01939,2024-10-09,C0153,Curd,Dairy,4,123.2,Noida,Netbanking,51,492.8
B01940,2024-02-26,C0796,Apple,Fruits,5,276.69,Mumbai,COD,28,1383.45
B01941,2024-09-23,C0856,Croissant,Bakery,4,236.83,Delhi,COD,40,947.32
B01942,2024-10-30,C0348,Banana,Fruits,4,60.06,Chennai,UPI,17,240.24
B01943,2024-09-17,C0453,Cheese,Dairy,4,63.74,Chennai,UPI,45,254.96
B01944,2024-06-17,C0649,Namkeen,Snacks,5,121.01,Bangalore,COD,40,605.0500000000001
B01945,2024-10-10,C1406,Chips,Snacks,2,167.16,Chennai,Card,13,334.32
B01946,2024-01-05,C1138,Cheese,Dairy,1,253.73,Delhi,UPI,47,253.73
B01947,2024-12-29,C0298,Apple,Fruits,5,194.45,Hyderabad,Netbanking,40,972.25
B01948,2024-12-28,C1200,Milk,Dairy,2,81.3,Delhi,Card,40,162.6
B01949,2024-09-03,C0198,Tomato,Vegetables,3,85.04,Pune,Card,45,255.12
B01950,2024-01-27,C1440,Namkeen,Snacks,4,67.85,Hyderabad,Card,22,271.4
B01951,2024-07-25,C1393,Onion,Vegetables,1,170.51,Hyderabad,Netbanking,57,170.51
B01952,2024-07-07,C1368,Juice,Beverages,4,187.86,Noida,Netbanking,44,751.44
B01953,2024-05-14,C0549,Banana,Fruits,5,266.25,Noida,Netbanking,13,1331.25
B01954,2024-09-20,C0681,Banana,Fruits,5,168.89,Delhi,Netbanking,53,844.4499999999999
B01955,2024-05-22,C0505,Soda,Beverages,1,65.34,Gurgaon,Card,24,65.34
B01956,2024-05-29,C0925,Potato,Vegetables,4,180.85,Hyderabad,Netbanking,19,723.4
B01957,2024-03-07,C1176,Potato,Vegetables,1,59.84,Bangalore,Netbanking,22,59.84
B01958,2024-03-10,C1146,Bread,Bakery,4,28.89,Bangalore,COD,29,115.56
B01959,2024-08-02,C0162,Apple,Fruits,1,57.83,Delhi,Card,15,57.83
B01960,2024-05-05,C0407,Coffee,Beverages,5,20.79,Noida,UPI,20,103.94999999999999
B01961,2024-04-13,C1413,Biscuits,Snacks,1,242.68,Gurgaon,Netbanking,57,242.68
B01962,2024-10-10,C0831,Spinach,Vegetables,1,68.19,Pune,Netbanking,35,68.19
B01963,2024-04-07,C1283,Cheese,Dairy,2,161.55,Noida,COD,13,323.1
B01964,2024-07-28,C1346,Namkeen,Snacks,3,201.76,Gurgaon,Netbanking,35,605.28
B01965,2024-02-16,C0871,Bread,Bakery,5,114.79,Hyderabad,COD,29,573.95
B01966,2024-09-11,C0770,Spinach,Vegetables,2,17.42,Hyderabad,UPI,55,34.84
B01967,2024-08-17,C1376,Mango,Fruits,3,110.69,Delhi,UPI,16,332.07
B01968,2024-02-18,C0222,Cake,Bakery,2,12.19,Delhi,COD,35,24.38
B01969,2024-04-05,C0288,Onion,Vegetables,2,219.36,Pune,COD,51,438.72
B01970,2024-10-27,C1403,Tomato,Vegetables,5,77.12,Gurgaon,UPI,20,385.6
B01971,2024-03-10,C1135,Onion,Vegetables,5,276.03,Noida,Card,45,1380.1499999999999
B01972,2024-03-08,C0673,Chips,Snacks,1,247.61,Chennai,UPI,48,247.61
B01973,2024-08-21,C0632,Croissant,Bakery,1,42.4,Noida,Card,28,42.4
B01974,2024-12-03,C0165,Curd,Dairy,4,282.37,Pune,Netbanking,55,1129.48
B01975,2024-03-11,C1053,Onion,Vegetables,5,136.8,Noida,UPI,11,684.0
B01976,2024-09-14,C0483,Orange,Fruits,2,161.48,Mumbai,Card,59,322.96
B01977,2024-10-27,C1436,Mango,Fruits,5,48.32,Bangalore,Netbanking,55,241.6
B01978,2024-01-27,C1304,Bread,Bakery,2,77.92,Gurgaon,Card,51,155.84
B01979,2024-05-14,C1144,Orange,Fruits,3,123.84,Chennai,Card,20,371.52
B01980,2024-03-16,C0579,Namkeen,Snacks,3,27.23,Gurgaon,UPI,55,81.69
B01981,2024-12-26,C0343,Apple,Fruits,4,24.79,Gurgaon,COD,54,99.16
B01982,2024-02-26,C1315,Juice,Beverages,4,279.45,Bangalore,Card,10,1117.8
B01983,2024-11-17,C0335,Coffee,Beverages,5,129.3,Gurgaon,COD,32,646.5
B01984,2024-01-20,C0163,Banana,Fruits,2,159.34,Mumbai,COD,51,318.68
B01985,2024-03-19,C1073,Namkeen,Snacks,3,270.82,Gurgaon,UPI,51,812.46
B01986,2024-01-08,C0954,Apple,Fruits,4,270.3,Hyderabad,Card,14,1081.2
B01987,2024-03-31,C0980,Coffee,Beverages,1,207.93,Delhi,COD,46,207.93
B01988,2024-05-23,C1299,Juice,Beverages,5,44.78,Hyderabad,COD,23,223.9
B01989,2024-02-17,C0017,Popcorn,Snacks,2,70.35,Mumbai,COD,41,140.7
B01990,2024-10-03,C1088,Coffee,Beverages,4,92.76,Chennai,Netbanking,13,371.04
B01991,2024-01-27,C0088,Spinach,Vegetables,5,222.47,Chennai,Netbanking,57,1112.35
B01992,2024-01-04,C1158,Popcorn,Snacks,4,79.43,Gurgaon,Card,17,317.72
B01993,2024-11-04,C0067,Bread,Bakery,4,94.96,Gurgaon,Card,20,379.84
B01994,2024-07-06,C0298,Popcorn,Snacks,3,99.29,Pune,UPI,26,297.87
B01995,2024-05-14,C0270,Orange,Fruits,2,282.9,Gurgaon,COD,59,565.8
B01996,2024-09-25,C1333,Chips,Snacks,1,117.16,Gurgaon,UPI,49,117.16
B01997,2024-04-12,C0998,Curd,Dairy,2,247.72,Pune,COD,15,495.44
B01998,2024-04-21,C0410,Curd,Dairy,3,26.86,Gurgaon,COD,24,80.58
B01999,2024-02-03,C1157,Biscuits,Snacks,5,258.78,Chennai,UPI,37,1293.8999999999999
B02000,2024-08-23,C1027,Tomato,Vegetables,4,97.05,Gurgaon,COD,38,388.2
B02001,2024-02-24,C0543,Milk,Dairy,4,42.06,Noida,Card,50,168.24
B02002,2024-05-07,C0647,Mango,Fruits,5,211.02,Hyderabad,Netbanking,50,1055.1000000000001
B02003,2024-06-17,C1366,Orange,Fruits,1,103.99,Bangalore,Card,26,103.99
B02004,2024-02-23,C1296,Tea,Beverages,3,71.82,Delhi,UPI,26,215.45999999999998
B02005,2024-05-22,C1250,Cheese,Dairy,3,17.52,Delhi,Card,53,52.56
B02006,2024-05-01,C0772,Chips,Snacks,1,65.54,Chennai,Netbanking,29,65.54
B02007,2024-02-16,C0816,Orange,Fruits,1,55.9,Bangalore,UPI,27,55.9
B02008,2024-09-13,C0413,Onion,Vegetables,2,126.96,Pune,UPI,46,253.92
B02009,2024-07-09,C0877,Curd,Dairy,4,172.61,Hyderabad,UPI,17,690.44
B02010,2024-12-15,C0667,Biscuits,Snacks,3,75.69,Delhi,Card,37,227.07
B02011,2024-01-16,C0450,Chips,Snacks,3,136.02,Noida,Card,52,408.06000000000006
B02012,2024-09-21,C1483,Soda,Beverages,4,276.44,Delhi,COD,39,1105.76
B02013,2024-06-02,C0505,Popcorn,Snacks,5,68.52,Delhi,UPI,39,342.59999999999997
B02014,2024-02-10,C0693,Potato,Vegetables,3,187.74,Noida,UPI,13,563.22
B02015,2024-12-30,C1375,Curd,Dairy,1,262.36,Pune,COD,33,262.36
B02016,2024-03-29,C0873,Cheese,Dairy,2,119.06,Pune,COD,26,238.12
B02017,2024-07-27,C0936,Popcorn,Snacks,2,236.67,Gurgaon,Netbanking,21,473.34
B02018,2024-09-30,C1246,Chips,Snacks,4,261.15,Pune,Netbanking,57,1044.6
B02019,2024-10-31,C0292,Cheese,Dairy,2,214.72,Bangalore,COD,28,429.44
B02020,2024-05-14,C1043,Cake,Bakery,1,176.58,Chennai,UPI,50,176.58
B02021,2024-06-24,C1033,Juice,Beverages,3,210.47,Delhi,COD,23,631.41
B02022,2024-11-15,C1281,Juice,Beverages,5,294.93,Delhi,Card,48,1474.65
B02023,2024-07-05,C0942,Tea,Beverages,1,92.53,Gurgaon,Netbanking,45,92.53
B02024,2024-06-28,C1428,Mango,Fruits,3,133.54,Pune,COD,39,400.62
B02025,2024-03-21,C1137,Cookies,Bakery,4,228.65,Noida,COD,12,914.6
B02026,2024-12-14,C0781,Banana,Fruits,1,252.96,Noida,COD,23,252.96
B02027,2024-03-09,C0848,Onion,Vegetables,1,215.94,Noida,Netbanking,56,215.94
B02028,2024-01-16,C1043,Cheese,Dairy,1,113.81,Hyderabad,UPI,18,113.81
B02029,2024-05-26,C1184,Juice,Beverages,4,219.18,Mumbai,Card,19,876.72
B02030,2024-04-15,C0312,Juice,Beverages,2,144.87,Noida,Netbanking,35,289.74
B02031,2024-03-23,C1137,Tea,Beverages,3,83.88,Bangalore,Card,38,251.64
B02032,2024-06-23,C1149,Milk,Dairy,2,208.03,Mumbai,COD,16,416.06
B02033,2024-07-23,C0021,Cake,Bakery,1,44.68,Hyderabad,UPI,50,44.68
B02034,2024-07-01,C0067,Croissant,Bakery,5,215.29,Bangalore,COD,48,1076.45
B02035,2024-03-24,C0553,Soda,Beverages,2,58.03,Gurgaon,UPI,48,116.06
B02036,2024-06-27,C0901,Namkeen,Snacks,5,80.04,Delhi,Card,20,400.20000000000005
B02037,2024-01-26,C0055,Banana,Fruits,3,297.43,Gurgaon,UPI,31,892.29
B02038,2024-01-27,C0048,Curd,Dairy,2,216.1,Hyderabad,UPI,57,432.2
B02039,2024-09-24,C0981,Potato,Vegetables,1,155.14,Gurgaon,Card,27,155.14
B02040,2024-07-06,C0380,Biscuits,Snacks,5,175.99,Bangalore,Netbanking,34,879.95
B02041,2024-05-21,C0175,Biscuits,Snacks,4,290.5,Delhi,Netbanking,10,1162.0
B02042,2024-11-11,C0372,Milk,Dairy,4,146.65,Hyderabad,COD,50,586.6
B02043,2024-10-10,C0876,Bread,Bakery,2,146.57,Delhi,COD,59,293.14
B02044,2024-07-25,C0085,Curd,Dairy,2,195.54,Noida,UPI,16,391.08
B02045,2024-12-28,C0862,Soda,Beverages,2,262.64,Delhi,COD,21,525.28
B02046,2024-05-20,C0340,Popcorn,Snacks,4,183.25,Gurgaon,COD,28,733.0
B02047,2024-09-23,C0704,Spinach,Vegetables,4,28.75,Gurgaon,Card,46,115.0
B02048,2024-10-13,C1481,Chips,Snacks,2,65.58,Gurgaon,Card,54,131.16
B02049,2024-07-08,C0806,Paneer,Dairy,3,190.39,Hyderabad,Card,44,571.17
B02050,2024-07-19,C0086,Croissant,Bakery,5,238.1,Delhi,Card,56,1190.5
B02051,2024-01-12,C1141,Cookies,Bakery,5,113.33,Noida,COD,27,566.65
B02052,2024-03-01,C1351,Tomato,Vegetables,5,31.53,Bangalore,Card,32,157.65
B02053,2024-06-21,C1465,Curd,Dairy,3,222.5,Noida,Netbanking,26,667.5
B02054,2024-06-18,C0883,Milk,Dairy,5,295.43,Bangalore,Netbanking,31,1477.15
B02055,2024-11-17,C1271,Milk,Dairy,3,127.7,Bangalore,UPI,60,383.1
B02056,2024-10-01,C0557,Popcorn,Snacks,4,166.03,Bangalore,COD,38,664.12
B02057,2024-02-12,C1269,Tomato,Vegetables,5,295.41,Noida,Card,30,1477.0500000000002
B02058,2024-08-17,C0626,Popcorn,Snacks,5,257.45,Gurgaon,Card,58,1287.25
B02059,2024-10-22,C0943,Soda,Beverages,1,87.81,Hyderabad,Card,41,87.81
B02060,2024-12-20,C0206,Tea,Beverages,5,16.55,Bangalore,UPI,41,82.75
B02061,2024-01-09,C0510,Potato,Vegetables,4,218.68,Bangalore,Netbanking,52,874.72
B02062,2024-07-27,C1470,Cheese,Dairy,2,220.42,Mumbai,COD,22,440.84
B02063,2024-01-30,C1060,Croissant,Bakery,1,261.25,Hyderabad,UPI,49,261.25
B02064,2024-02-26,C0269,Cheese,Dairy,4,119.7,Bangalore,Netbanking,32,478.8
